sample,GPSC,merge_history
8016_3#22,41,41
14257_1#87,41,41
8016_3#80,39,39
11511_8#51,39,39
9950_2#33,39,39
11893_1#48,39,39
11822_1#52,39,39
15682_6#63,39,39
16404_8#51,39,39
8016_3#61,39,39
6999_7#4,39,39
10868_6#51,39,39
17262_1#22,39,39
11826_1#14,39,39
11860_1#14,39,39
11822_1#33,39,39
11860_8#39,39,39
15191_6#9,39,39
9953_7#30,39,39
10868_6#55,39,39
16043_2#88,39,39
5392_2#11,39,39
17262_1#26,39,39
21053_8#47,39,39
9950_3#83,39,39
16404_8#36,39,39
5310_1#4,39,39
6999_6#19,39,39
13091_2#42,39,39
11861_4#74,39,39
14520_8#36,39,39
13091_2#15,39,39
5392_2#2,39,39
14412_3#75,39,39
13091_2#14,39,39
15873_7#62,39,39
16404_8#45,39,39
5349_3#2,39,39
10071_4#47,39,39
11679_1#48,39,39
15940_2#56,39,39
14355_8#39,39,39
22027_1#127,39,39
8016_3#76,39,39
9953_7#34,39,39
15608_2#60,39,39
14673_3#26,39,39
16934_1#61,39,39
6999_3#1,39,39
14520_8#89,39,39
9950_2#45,39,39
9950_2#17,39,39
15682_6#53,39,39
14355_8#44,39,39
22841_3#25,39,39
14673_1#22,39,39
9950_3#64,39,39
10071_4#66,39,39
10071_4#49,39,39
11861_5#62,39,39
15608_3#7,39,39
15874_8#44,39,39
16404_8#28,39,39
15682_2#65,39,39
11860_5#84,39,39
5159_3#1,39,39
15608_5#38,39,39
15608_2#67,39,39
11657_4#46,39,39
11822_1#28,39,39
11658_8#6,39,39
14673_2#65,39,39
15682_6#66,39,39
11861_4#65,39,39
15608_5#21,39,39
12274_5#5,39,39
15873_7#50,39,39
6472_8#10,39,39
15608_3#16,39,39
15608_2#33,39,39
15940_2#70,39,39
11860_8#22,39,39
17262_1#11,39,39
24775_1#317,39,39
10071_4#10,39,39
16404_7#90,39,39
11861_5#86,39,39
14520_8#52,39,39
11511_7#23,39,39
11826_3#42,39,39
10071_4#51,39,39
11860_7#10,39,39
11860_8#14,39,39
11822_1#68,39,39
10050_2#61,39,39
14355_8#46,39,39
15940_2#71,39,39
15874_8#32,39,39
10868_6#81,39,39
16934_1#92,39,39
9950_3#66,39,39
16404_8#44,39,39
10208_2#11,39,39
17794_3#54,39,39
13414_4#20,39,39
5242_5#11,39,39
10050_2#23,39,39
10050_2#3,39,39
11822_1#89,39,39
13414_8#68,39,39
11511_7#3,39,39
16934_1#85,39,39
13091_3#59,39,39
6952_4#4,39,39
15608_5#16,39,39
11826_3#86,39,39
11861_5#24,39,39
17262_1#8,39,39
16404_8#46,39,39
9950_3#63,39,39
11511_7#83,39,39
11860_4#13,39,39
11861_5#73,39,39
11511_7#26,39,39
16399_8#11,39,39
17138_5#72,39,39
5349_3#4,39,39
5392_2#3,39,39
19341_2#103,39,39
9953_7#68,39,39
6470_6#12,39,39
11657_8#74,39,39
12274_6#9,39,39
13091_2#38,39,39
15191_5#51,39,39
10050_2#21,39,39
14412_3#19,39,39
15608_2#72,39,39
12274_5#73,39,39
16404_8#53,39,39
6512_3#18,39,39
5392_2#4,39,39
15608_2#27,39,39
9950_3#27,39,39
16404_8#42,39,39
10050_2#58,39,39
11657_2#12,39,39
14673_1#9,39,39
15682_6#65,39,39
11657_2#53,39,39
11658_1#18,39,39
11826_1#17,39,39
16404_7#64,39,39
5349_3#11,39,39
11657_8#72,39,39
15191_8#6,39,39
16934_1#66,39,39
12291_5#25,39,39
15874_8#85,39,39
13414_4#25,39,39
11657_8#76,39,39
11511_7#64,39,39
11860_5#20,39,39
15682_7#6,39,39
5242_3#12,39,39
8016_3#26,39,39
9953_7#88,39,39
6999_6#9,39,39
11657_2#58,39,39
6999_3#2,39,39
11822_1#30,39,39
11860_5#56,39,39
12274_6#11,39,39
6259_1#16,39,39
14673_2#20,39,39
19084_8#152,39,39
15608_2#39,39,39
16404_8#38,39,39
9953_7#72,39,39
11860_4#89,39,39
6570_3#19,39,39
15682_6#4,39,39
10868_5#21,39,39
9950_2#35,39,39
15191_6#46,39,39
9953_7#10,39,39
15608_2#18,39,39
22667_8#43,39,39
11657_1#79,39,39
15191_5#39,39,39
13091_2#57,39,39
5349_3#3,39,39
6999_4#21,39,39
17794_3#73,39,39
14673_2#82,39,39
15608_2#5,39,39
21053_8#66,39,39
11511_7#1,39,39
11511_7#19,39,39
11861_4#63,39,39
15682_2#3,39,39
10071_4#9,39,39
11511_7#24,39,39
15608_3#92,39,39
11511_7#69,39,39
5310_1#6,39,39
14412_3#12,39,39
11861_3#62,39,39
14520_8#79,39,39
11822_1#40,39,39
17262_1#18,39,39
14355_8#93,39,39
16404_7#76,39,39
11893_8#4,39,39
11860_8#15,39,39
14673_1#23,39,39
14520_8#1,39,39
11822_1#45,39,39
15608_3#6,39,39
15682_7#26,39,39
21053_8#52,39,39
14893_8#53,39,39
11511_7#53,39,39
11511_7#77,39,39
10868_5#40,39,39
24775_1#276,39,39
18090_2#167,39,39
11826_4#39,39,39
15608_5#65,39,39
10868_5#41,39,39
16404_8#13,39,39
24775_1#275,39,39
9950_2#28,39,39
15608_2#30,39,39
11861_5#34,39,39
15940_2#69,39,39
5192_8#8,39,39
9950_3#73,39,39
11657_8#68,39,39
11860_4#67,39,39
11860_4#63,39,39
21053_8#158,39,39
16404_8#19,39,39
11860_8#70,39,39
11826_1#68,39,39
15940_2#75,39,39
16404_7#60,39,39
9950_3#70,39,39
16934_1#51,39,39
6472_6#24,39,39
11822_1#42,39,39
16404_8#29,39,39
6470_5#22,39,39
14673_3#18,39,39
22027_1#52,39,39
14673_2#71,39,39
16404_8#39,39,39
11860_8#79,39,39
11861_1#18,39,39
11511_7#55,39,39
13414_4#19,39,39
11826_1#19,39,39
11861_5#44,39,39
15873_7#48,39,39
9950_3#40,39,39
15191_6#18,39,39
15940_2#18,39,39
5192_7#8,39,39
11657_2#83,39,39
11826_1#34,39,39
10050_2#40,39,39
12673_6#4,39,39
11657_1#80,32,32
14673_4#80,32,32
5349_3#8,32,32
14936_4#20,32,32
13414_2#77,32,32
21999_8#61,32,32
11861_3#57,32,32
11658_1#20,32,32
20402_4#129,32,32
11893_8#23,32,32
15682_8#6,32,32
6470_3#19,32,32
21127_2#76,32,32
24861_1#246,32,32
9953_7#21,32,32
10050_2#56,32,32
15873_7#69,32,32
22841_2#172,32,32
18623_5#48,32,32
22335_7#39,32,32
22841_2#6,32,32
5242_5#2,32,32
11657_2#4,32,32
13414_2#53,32,32
11860_7#64,32,32
15682_7#77,32,32
22027_1#58,32,32
24820_2#350,32,32
11658_1#21,32,32
13415_7#32,32,32
21999_7#147,32,32
19084_8#43,32,32
5242_2#1,32,32
14412_1#55,32,32
14412_2#58,32,32
18090_1#30,32,32
13415_7#1,32,32
15940_5#74,32,32
14723_2#66,32,32
12673_6#55,32,32
29102_1#286,32,32
11861_5#22,32,32
17150_4#73,32,32
14936_4#73,32,32
14410_5#69,32,32
21523_1#107,32,32
13710_1#37,32,32
9221_3#38,32,32
11657_8#50,32,32
15873_8#46,32,32
34154_7#171,32,32
24861_1#117,32,32
22841_3#132,32,32
12291_6#11,32,32
20019_7#166,32,32
21999_7#119,32,32
18090_1#4,32,32
12162_1#68,32,32
15682_6#51,32,32
14520_6#69,32,32
7553_4#10,32,32
13710_2#6,32,32
15682_1#26,32,32
11861_5#13,32,32
21127_2#186,32,32
5390_5#7,32,32
14410_7#27,32,32
15682_5#81,32,32
9221_5#59,32,32
9950_2#15,32,32
12673_6#54,32,32
14673_3#29,32,32
13414_2#79,32,32
15277_1#22,32,32
15682_8#17,32,32
18623_5#49,32,32
24861_1#81,32,32
15608_3#10,32,32
5242_3#11,32,32
22841_1#52,32,32
31958_2#383,32,32
11657_2#25,32,32
15682_5#90,32,32
13710_2#31,32,32
17175_8#1,32,32
21999_8#55,32,32
14673_2#91,32,32
24820_2#206,32,32
12673_6#52,32,32
13414_2#28,32,32
21999_7#160,32,32
14913_5#58,32,32
22841_1#95,32,32
24861_1#254,32,32
29102_1#320,32,32
22841_2#187,32,32
11861_4#50,32,32
13414_2#45,32,32
14673_3#42,32,32
21999_7#117,32,32
5392_2#8,32,32
12837_4#75,32,32
15682_6#74,32,32
12837_3#21,32,32
32139_2#160,32,32
13710_1#25,32,32
5242_3#9,32,32
22841_4#19,32,32
15682_8#79,32,32
29102_1#282,32,32
6999_4#18,32,32
11511_8#23,32,32
12162_1#61,32,32
10071_4#46,32,32
21127_1#85,32,32
24820_2#184,32,32
15682_6#3,32,32
15873_7#7,32,32
10754X177_140620_D00294_0106_AC4FB4ANXX_6,32,32
11658_1#7,32,32
11861_3#71,32,32
15940_7#26,32,32
19341_3#141,32,32
22841_4#43,32,32
24371_8#266,32,32
11860_7#44,32,32
13710_1#70,32,32
16399_6#59,32,32
14913_5#72,32,32
19084_7#66,32,32
12837_4#50,32,32
17966_5#138,32,32
21485_1#80,32,32
13710_1#31,32,32
31958_2#110,32,32
28832_1#149,32,32
5159_3#7,32,32
24861_1#213,32,32
11861_1#30,32,32
11791_1#9,32,32
14673_2#52,32,32
28522_3#245,32,32
13710_2#37,32,32
13470_1#54,32,32
15531_4#85,32,32
15940_6#10,32,32
24497_7#1,32,32
28522_3#84,32,32
14555_4#40,32,32
11861_3#36,32,32
15873_3#80,32,32
13154_3#82,32,32
17150_5#5,32,32
28042_2#367,32,32
11860_5#51,32,32
21053_8#35,32,32
21946_6#244,32,32
14410_5#70,32,32
13415_7#42,32,32
11861_2#77,32,32
13710_1#24,32,32
22841_4#50,32,32
17794_7#19,32,32
11822_1#29,32,32
12162_1#11,32,32
13710_1#57,32,32
15682_7#78,32,32
32139_3#223,32,32
15531_7#41,32,32
20287_5#121,32,32
11861_4#35,32,32
14410_4#42,32,32
7622_2#40,32,32
20019_7#164,32,32
15940_5#27,32,32
22841_1#63,32,32
15608_3#72,32,32
11861_5#2,32,32
15682_8#18,32,32
21999_7#156,32,32
15608_3#12,32,32
14412_3#61,32,32
20925_3#89,32,32
24371_8#309,32,32
21999_7#153,32,32
13710_2#70,32,32
19084_7#94,32,32
15608_2#79,32,32
13710_1#32,32,32
18090_1#42,32,32
22027_1#137,32,32
21127_1#100,32,32
20019_7#165,32,32
17794_8#7,32,32
11861_3#35,32,32
14520_7#82,32,32
21999_7#182,32,32
24820_2#212,32,32
21999_7#111,32,32
12291_1#3,32,32
22276_1#22,32,32
9262_3#17,32,32
9221_4#50,32,32
11679_1#51,32,32
20019_7#172,32,32
11893_1#36,32,32
28420_2#166,32,32
11511_7#82,32,32
9950_2#60,32,32
12673_6#32,32,32
12216_4#93,32,32
12291_6#34,32,32
11826_1#24,32,32
21127_2#170,32,32
16399_5#60,32,32
9950_3#58,32,32
11861_3#95,32,32
14673_3#50,32,32
17966_5#117,32,32
11657_2#59,32,32
11893_8#12,32,32
19084_8#156,32,32
14673_1#18,32,32
5192_7#7,32,32
20402_4#142,32,32
15873_8#47,32,32
17150_5#8,32,32
13710_2#29,32,32
15531_7#5,32,32
13414_2#18,32,32
13414_1#83,32,32
11860_8#13,32,32
31588_4#177,32,32
22667_8#21,32,32
11861_2#9,32,32
14673_1#65,32,32
14673_4#15,32,32
17175_6#23,32,32
21127_1#88,32,32
17794_8#85,32,32
13710_2#32,32,32
21127_1#77,32,32
24861_1#34,32,32
11861_5#42,32,32
14520_7#83,32,32
15608_3#9,32,32
17175_7#11,32,32
14673_1#95,32,32
21127_2#4,32,32
18090_1#154,32,32
32036_8#233,32,32
23584_8#130,32,32
14520_6#68,32,32
11861_4#58,32,32
10754X16_140620_D00294_0106_AC4FB4ANXX_5,32,32
21946_6#149,32,32
24861_1#256,32,32
32139_2#124,32,32
15940_5#6,32,32
13414_2#76,32,32
31588_4#144,32,32
11860_8#81,32,32
15608_2#57,32,32
28522_3#307,32,32
24497_7#87,43,43
28042_2#264,43,43
15531_4#30,43,43
6680_7#16,43,43
29330_2#362,43,43
24775_1#97,43,43
20402_4#124,43,43
19341_2#18,43,43
21485_1#49,43,43
22841_3#177,43,43
19341_1#42,43,43
19341_3#123,43,43
24820_2#330,43,43
24775_1#91,43,43
14520_7#75,43,43
28832_1#365,43,43
28832_1#204,43,43
14410_7#47,43,43
20402_4#123,43,43
21127_1#46,43,43
19341_1#150,43,43
19341_3#25,43,43
22276_1#28,43,43
22276_1#35,43,43
15531_3#58,43,43
23430_1#83,43,43
29102_1#119,43,43
15841_4#56,43,43
23430_3#42,43,43
29330_2#238,43,43
22841_3#46,43,43
9221_5#62,43,43
17794_7#154,43,43
22841_2#102,43,43
24775_1#106,43,43
9262_3#96,43,43
9262_4#81,43,43
24977_8#143,43,43
22841_4#3,43,43
15378_4#57,43,43
19341_3#109,43,43
24977_8#69,43,43
17870_7#150,43,43
28522_3#267,43,43
28522_3#36,43,43
34154_7#245,43,43
6631_4#11,43,43
6631_6#3,43,43
20402_4#152,43,43
6899_6#1,43,43
31537_1#345,43,43
19084_8#69,43,43
22027_1#113,43,43
28832_1#145,43,43
15995_2#135,43,43
6972_7#69,43,43
28832_1#252,43,43
16043_2#66,43,43
12838_1#74,43,43
6972_3#22,43,43
28042_2#281,43,43
14723_1#79,43,43
20287_5#122,43,43
14520_7#73,43,43
15841_3#86,43,43
17175_5#16,43,43
24775_1#78,43,43
17150_5#81,43,43
14520_5#37,43,43
14410_4#59,43,43
24775_1#99,43,43
24977_8#141,43,43
24276_2#138,43,43
24371_8#113,43,43
19646_1#95,43,43
16288_4#40,43,43
15378_4#81,43,43
19183_3#161,43,43
16288_7#64,43,43
14723_4#93,43,43
31585_6#77,43,43
12291_1#20,43,43
9221_3#65,43,43
7004_7#64,43,43
34154_7#293,43,43
6710_6#19,43,43
28042_2#374,43,43
21053_8#185,43,43
22841_4#150,43,43
24371_8#234,43,43
29330_2#242,43,43
15378_2#32,43,43
17175_6#89,43,43
24861_1#92,43,43
14410_4#7,43,43
15873_2#71,43,43
19341_1#92,43,43
22841_3#122,43,43
24775_1#47,43,43
29102_1#217,43,43
21523_1#171,43,43
12291_3#79,43,43
17428_8#99,43,43
22335_8#86,43,43
15531_7#35,43,43
34154_7#107,43,43
22667_7#162,43,43
12291_3#65,43,43
29102_1#296,43,43
22114_6#49,43,43
24775_1#116,43,43
15841_4#43,43,43
24820_2#38,43,43
25108_8#1,43,43
21127_1#109,43,43
21242_6#97,43,43
9262_4#25,43,43
24775_1#107,43,43
15608_5#72,43,43
17138_4#53,43,43
17794_7#176,43,43
19183_3#141,43,43
22027_1#94,43,43
14723_3#65,43,43
24497_7#74,43,43
23164_8#124,43,43
22841_3#11,43,43
15531_5#33,43,43
15378_3#34,43,43
9262_4#24,43,43
6972_7#68,43,43
12291_2#20,43,43
16288_6#60,43,43
19084_8#117,43,43
24775_1#121,43,43
19341_3#131,43,43
24820_2#4,43,43
24820_2#80,43,43
23204_4#79,43,43
17428_8#133,43,43
15874_1#23,43,43
19646_1#46,43,43
14410_4#29,43,43
6755_2#8,43,43
14520_5#82,43,43
11658_1#70,43,43
15531_5#21,43,43
19646_1#69,43,43
6755_5#22,43,43
21523_1#132,43,43
29102_1#290,43,43
9221_5#68,43,43
28832_1#312,43,43
24775_1#98,43,43
22027_1#102,43,43
21127_1#43,43,43
28832_1#332,43,43
16288_4#38,43,43
15378_2#61,43,43
19341_1#86,43,43
24936_1#57,43,43
18090_1#99,43,43
19341_1#159,43,43
20402_4#81,43,43
21523_1#144,43,43
16399_6#16,43,43
34154_7#327,43,43
6664_1#18,43,43
15378_2#28,43,43
15995_2#104,43,43
24775_1#87,43,43
20925_3#74,43,43
9262_4#26,43,43
21485_1#31,43,43
34154_7#93,43,43
9262_4#23,43,43
24775_1#120,43,43
29102_1#69,43,43
22335_7#158,43,43
14410_7#2,43,43
15531_6#64,43,43
24775_1#77,43,43
15378_4#91,43,43
24371_8#158,43,43
16288_5#71,43,43
21485_1#29,43,43
22667_8#40,43,43
17428_8#164,43,43
11679_1#87,43,43
15531_3#32,43,43
15531_5#77,43,43
23164_8#100,43,43
16288_5#45,43,43
24775_1#51,43,43
15682_3#5,43,43
21127_1#112,43,43
24775_1#53,43,43
21127_1#4,43,43
23430_2#98,43,43
17794_7#135,43,43
19341_1#184,43,43
24371_8#226,43,43
21999_7#175,43,43
15378_2#51,43,43
24775_1#54,43,43
29330_2#42,43,43
17059_6#11,43,43
24497_7#24,43,43
18090_2#159,43,43
6972_7#39,43,43
16399_7#12,43,43
24775_1#94,43,43
17175_6#27,43,43
18090_2#147,43,43
7004_7#63,43,43
17175_7#4,43,43
22335_8#35,43,43
28832_1#213,43,43
17175_7#7,43,43
22335_7#114,43,43
29330_2#234,43,43
16288_3#24,43,43
29102_1#201,43,43
18090_2#160,43,43
24775_1#5,43,43
16288_3#78,43,43
28042_2#189,43,43
21999_8#89,43,43
7004_6#29,43,43
9262_4#17,43,43
17150_4#63,43,43
14520_6#4,43,43
18090_2#102,43,43
28042_2#119,43,43
24775_1#111,43,43
22335_8#59,43,43
21127_1#128,43,43
9262_3#21,43,43
28832_1#100,43,43
24371_8#15,43,43
22335_7#46,43,43
23430_2#55,43,43
29330_2#39,43,43
20925_3#88,43,43
19341_1#173,43,43
17138_3#23,43,43
17428_8#78,43,43
14410_4#39,43,43
29102_1#33,43,43
19084_7#100,43,43
22841_3#24,43,43
14520_6#47,43,43
24775_1#96,43,43
17175_4#11,43,43
14936_4#65,43,43
17428_8#12,43,43
24371_8#292,43,43
22335_7#154,43,43
14410_6#28,43,43
9262_4#16,43,43
15874_1#94,43,43
15873_5#50,44,44
21485_1#37,44,44
6472_6#5,44,44
19183_3#164,44,44
22841_1#188,44,44
11860_1#76,44,44
34746_4#208,44,44
11860_4#48,44,44
14520_4#20,44,44
20402_4#138,44,44
15682_5#65,44,44
6472_8#15,44,44
11861_3#64,44,44
22841_2#151,44,44
21485_1#16,44,44
24861_1#347,44,44
19536_2#39,44,44
11893_1#2,44,44
18814_2#45,44,44
24820_2#339,44,44
23164_8#141,44,44
21053_8#168,44,44
19341_3#177,44,44
21485_1#62,44,44
32139_7#19,44,44
15608_4#10,44,44
13091_2#10,44,44
18090_1#175,44,44
21127_2#112,44,44
18814_2#38,44,44
20402_4#186,44,44
21485_1#6,44,44
22984_8#33,44,44
32139_7#14,44,44
11860_8#69,44,44
11861_2#6,44,44
14672_3#30,44,44
11860_7#75,44,44
19183_3#138,44,44
32386_2#6,44,44
32139_7#269,44,44
21523_1#66,44,44
12291_1#29,44,44
21127_2#69,44,44
22695_3#132,44,44
11826_4#7,44,44
34746_4#52,44,44
15940_3#79,44,44
10754X149_140620_D00294_0106_AC4FB4ANXX_6,44,44
19341_1#9,44,44
21485_1#99,44,44
21127_2#35,44,44
21127_1#1,44,44
6823_8#14,44,44
21946_6#236,44,44
22027_1#131,44,44
23495_7#47,44,44
17794_3#59,44,44
24861_1#168,44,44
11861_5#83,44,44
19084_8#8,44,44
9221_5#18,44,44
19341_1#107,44,44
19646_1#118,44,44
21485_1#7,44,44
31537_1#281,44,44
10868_5#14,44,44
13224_7#51,44,44
21485_1#5,44,44
22695_3#220,44,44
22695_3#4,44,44
21485_1#122,44,44
23495_7#77,44,44
11658_2#11,44,44
11679_1#59,44,44
24861_1#340,44,44
11860_4#57,44,44
12274_5#57,44,44
17794_6#75,44,44
18814_2#71,44,44
18090_1#27,44,44
22695_3#216,44,44
11822_8#40,44,44
21127_2#56,44,44
18814_1#18,44,44
6930_7#1,44,44
17794_7#56,44,44
19084_7#123,44,44
21485_1#30,44,44
23495_7#84,44,44
19183_3#127,44,44
23584_8#56,44,44
31588_4#156,44,44
34746_4#98,44,44
9221_5#19,44,44
11860_7#78,44,44
11826_3#24,44,44
21485_1#33,44,44
18814_1#11,44,44
15608_4#25,44,44
12274_5#80,44,44
14412_3#30,44,44
12274_6#54,44,44
12291_2#41,44,44
15940_1#4,44,44
19084_7#184,44,44
21485_1#107,44,44
11860_7#23,44,44
15191_6#51,44,44
20402_4#121,44,44
21946_6#232,44,44
13091_5#48,44,44
10071_4#18,44,44
17428_8#162,44,44
19536_2#20,44,44
11860_5#17,44,44
19341_2#3,44,44
34746_4#1,44,44
20402_4#131,44,44
18814_2#75,44,44
18814_2#58,44,44
13224_7#39,44,44
11860_8#77,44,44
6472_5#7,44,44
12291_3#11,44,44
21485_1#149,44,44
22841_1#179,44,44
9221_5#1,44,44
11860_8#12,44,44
17794_5#12,44,44
21903_8#330,44,44
12291_2#29,44,44
10071_4#38,44,44
18814_2#72,44,44
21946_6#35,44,44
21903_8#194,44,44
12291_1#41,44,44
11861_4#42,44,44
17794_4#25,44,44
21946_6#133,44,44
11861_3#89,44,44
11860_4#91,44,44
21127_2#116,44,44
17794_6#72,44,44
21485_1#124,44,44
6472_5#2,44,44
9953_7#51,44,44
28420_2#249,44,44
22027_1#163,44,44
21485_1#109,44,44
32139_7#284,44,44
21127_2#12,44,44
18814_2#60,44,44
10754X111_140620_D00294_0106_AC4FB4ANXX_6,44,44
21903_8#127,44,44
21903_8#319,44,44
20427_5#18,44,44
15608_2#44,44,44
21485_1#111,44,44
21485_1#13,44,44
21127_1#19,44,44
21903_8#143,44,44
13681_1#42,44,44
17794_5#66,44,44
23584_8#77,44,44
31588_4#241,44,44
6472_6#22,44,44
12291_3#17,44,44
12299_2#48,44,44
21485_1#68,44,44
17794_6#5,44,44
11822_8#53,44,44
11860_8#41,44,44
21485_1#43,44,44
19341_3#155,44,44
24861_1#21,44,44
21946_6#216,44,44
24861_1#339,44,44
11826_3#1,44,44
18090_3#65,44,44
9263_8#89,44,44
11861_1#17,44,44
21946_6#252,44,44
19183_3#181,44,44
21946_6#344,44,44
19084_7#113,44,44
12045_8#80,44,44
17794_5#18,44,44
21485_1#45,44,44
22695_3#24,44,44
22695_3#248,44,44
14520_7#16,44,44
21946_6#318,44,44
21946_6#251,44,44
17794_5#63,44,44
18090_1#59,44,44
21523_1#62,44,44
18787_3#15,44,44
19341_1#99,44,44
22841_2#64,44,44
10071_4#59,44,44
21903_8#108,44,44
18814_2#74,44,44
19341_1#175,44,44
15608_3#85,44,44
27119_1#17,44,44
9262_3#13,44,44
14520_4#53,44,44
21903_8#329,44,44
19084_8#11,44,44
32139_7#173,44,44
22841_2#13,44,44
16453_3#81,44,44
11657_4#68,44,44
22841_3#43,44,44
24371_8#228,44,44
11861_4#44,44,44
18090_1#176,44,44
21946_6#292,44,44
22984_8#72,44,44
22841_3#166,44,44
15191_7#34,44,44
12291_3#58,44,44
14520_4#58,44,44
23584_8#90,44,44
15940_3#84,44,44
21127_1#103,44,44
21946_6#163,44,44
19084_7#169,44,44
11861_5#4,44,44
21903_8#363,44,44
24861_1#336,44,44
9953_7#52,44,44
19341_3#176,44,44
12291_3#30,44,44
23733_1#107,44,44
11860_7#38,44,44
10208_2#51,44,44
6470_4#17,44,44
17794_4#79,44,44
18090_1#25,44,44
14723_3#9,44,44
21053_8#163,44,44
9221_5#2,44,44
11861_3#40,44,44
19084_8#63,44,44
21946_6#253,44,44
19787_5#36,44,44
22276_1#124,44,44
23584_8#53,44,44
19341_3#183,44,44
11861_1#1,44,44
13224_7#35,44,44
19787_6#56,44,44
11511_8#30,38,38
7001_3#11,38,38
13091_4#41,38,38
15995_1#145,38,38
32640_3#164,38,38
6710_7#3,38,38
14673_3#89,38,38
6938_5#19,38,38
24775_1#140,38,38
17138_4#55,38,38
22027_1#147,38,38
12673_6#40,38,38
23584_8#114,38,38
10868_5#25,38,38
6925_2#84,38,38
15531_6#72,38,38
13091_1#27,38,38
14673_1#58,38,38
21999_7#179,38,38
6999_5#1,38,38
19787_5#38,38,38
24775_1#166,38,38
12291_4#83,38,38
15841_1#31,38,38
15682_1#70,38,38
13414_1#92,38,38
15995_1#2,38,38
22841_3#170,38,38
13414_1#86,38,38
14913_2#5,38,38
24861_1#221,38,38
13710_2#17,38,38
21903_8#351,38,38
14566_6#80,38,38
17175_6#8,38,38
17428_8#48,38,38
22841_1#45,38,38
22841_3#78,38,38
10754X162_140620_D00294_0106_AC4FB4ANXX_6,38,38
21946_6#49,38,38
21903_8#65,38,38
23164_8#84,38,38
6512_3#14,38,38
6972_3#15,38,38
7622_4#4,38,38
16453_3#22,38,38
17966_5#145,38,38
6925_1#64,38,38
15873_6#23,38,38
23495_7#28,38,38
18090_1#123,38,38
16404_8#41,38,38
22841_2#24,38,38
17175_7#82,38,38
11860_6#36,38,38
11860_4#53,38,38
28420_2#197,38,38
22984_8#78,38,38
13091_1#28,38,38
15191_5#11,38,38
6930_7#7,38,38
19084_8#72,38,38
6470_6#7,38,38
11679_1#19,38,38
7011_5#2,38,38
17150_5#14,38,38
13154_3#16,38,38
13091_1#15,38,38
15995_2#27,38,38
22276_1#156,38,38
13710_2#21,38,38
24861_1#264,38,38
14672_3#73,38,38
14673_3#40,38,38
14673_6#64,38,38
24371_8#318,38,38
16288_4#61,38,38
14566_4#52,38,38
21999_7#155,38,38
21999_8#90,38,38
11860_7#92,38,38
13414_8#4,38,38
17138_5#34,38,38
15191_6#8,38,38
17966_5#156,38,38
12299_1#87,38,38
14673_2#31,38,38
13710_2#67,38,38
13414_8#12,38,38
15873_6#24,38,38
15940_7#73,38,38
17059_8#59,38,38
13091_1#25,38,38
15682_5#75,38,38
22276_1#154,38,38
28177_3#236,38,38
14566_5#11,38,38
13091_3#51,38,38
28522_3#340,38,38
21946_6#223,38,38
29102_1#95,38,38
7622_5#68,38,38
13091_4#58,38,38
17175_4#89,38,38
13414_1#70,38,38
22667_7#131,38,38
31664_1#99,38,38
12291_4#76,38,38
17175_4#59,38,38
11860_1#18,38,38
13415_4#57,38,38
6972_4#13,38,38
21946_6#73,38,38
16288_6#61,38,38
17428_8#56,38,38
13414_1#89,38,38
20402_4#86,38,38
22984_8#80,38,38
21053_8#73,38,38
15682_5#39,38,38
6470_3#23,38,38
6983_8#87,38,38
28420_2#4,38,38
6930_7#6,38,38
21946_6#219,38,38
14913_3#50,38,38
7622_2#32,38,38
11658_2#17,38,38
22841_4#156,38,38
22695_3#265,38,38
14913_7#71,38,38
24775_1#182,38,38
21999_7#112,38,38
7622_2#16,38,38
15940_5#52,38,38
22841_2#84,38,38
23495_7#29,38,38
13682_1#93,38,38
6512_4#3,38,38
24775_1#162,38,38
22841_2#37,38,38
7038_7#12,38,38
17428_8#88,38,38
11860_7#67,38,38
6999_4#22,38,38
28177_3#282,38,38
12837_1#52,38,38
11679_1#84,38,38
21903_8#172,38,38
6512_7#17,38,38
21946_6#148,38,38
15995_2#188,38,38
23430_2#17,38,38
11657_8#54,38,38
21903_8#25,38,38
15608_2#52,38,38
6512_7#16,38,38
15995_2#73,38,38
14673_2#40,38,38
6938_6#23,38,38
6805_3#3,38,38
11658_2#9,38,38
14673_2#87,38,38
13091_3#43,38,38
24775_1#167,38,38
14673_4#46,38,38
21999_7#168,38,38
14566_8#15,38,38
21946_6#229,38,38
6512_2#15,38,38
6949_4#23,38,38
20427_5#1,38,38
11861_5#59,38,38
11658_1#82,38,38
19084_7#49,38,38
21903_8#224,38,38
24775_1#163,38,38
15608_2#88,38,38
22841_4#172,38,38
11861_5#15,38,38
15995_1#36,38,38
15874_1#51,38,38
17150_4#91,38,38
6938_6#19,38,38
14673_1#75,38,38
23495_7#30,38,38
13224_7#14,38,38
14673_3#34,38,38
15682_6#68,38,38
11861_4#16,38,38
14673_1#83,38,38
13091_1#23,38,38
6470_6#24,38,38
13091_2#18,38,38
15995_2#114,38,38
14673_2#59,38,38
22841_2#77,38,38
6840_1#18,38,38
13670_3#32,38,38
15873_7#6,38,38
15682_2#42,38,38
20427_5#69,38,38
11861_1#51,38,38
21946_6#166,38,38
23430_2#68,38,38
18090_1#142,38,38
9950_1#76,38,38
6983_7#54,38,38
14672_3#9,38,38
20427_5#75,38,38
15940_7#8,38,38
